SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,Algorithm,InputType,TransmissionPower
72,0,0,10,AODV,None,Simple,7.5
73,0,0,10,AODV,None,Simple,7.5
74,0,0,10,AODV,None,Simple,7.5
75,0,0,10,AODV,None,Simple,7.5
76,0,0,10,AODV,None,Simple,7.5
77,0,0,10,AODV,None,Simple,7.5
78,0,0,10,AODV,None,Simple,7.5
79,0,0,10,AODV,None,Simple,7.5
80,0,0,10,AODV,None,Simple,7.5
81,0,0,10,AODV,None,Simple,7.5
82,0,0,10,AODV,None,Simple,7.5
83,0,0,10,AODV,None,Simple,7.5
84,0,0,10,AODV,None,Simple,7.5
85,0,0,10,AODV,None,Simple,7.5
86,0,0,10,AODV,None,Simple,7.5
87,0,0,10,AODV,None,Simple,7.5
88,0,0,10,AODV,None,Simple,7.5
89,0,0,10,AODV,None,Simple,7.5
90,0,0,10,AODV,None,Simple,7.5
91,0,0,10,AODV,None,Simple,7.5
92,0,0,10,AODV,None,Simple,7.5
93,0,0,10,AODV,None,Simple,7.5
94,0,0,10,AODV,None,Simple,7.5
95,0,0,10,AODV,None,Simple,7.5
96,0,0,10,AODV,None,Simple,7.5
97,0,0,10,AODV,None,Simple,7.5
98,0,0,10,AODV,None,Simple,7.5
99,0,0,10,AODV,None,Simple,7.5
100,0,0,10,AODV,None,Simple,7.5
101,7.424,29,10,AODV,None,Simple,7.5
102,16.64,65,10,AODV,None,Simple,7.5
103,13.568,53,10,AODV,None,Simple,7.5
104,18.944,74,10,AODV,None,Simple,7.5
105,16.384,64,10,AODV,None,Simple,7.5
106,15.36,60,10,AODV,None,Simple,7.5
107,15.36,60,10,AODV,None,Simple,7.5
108,15.104,59,10,AODV,None,Simple,7.5
109,17.664,69,10,AODV,None,Simple,7.5
110,16.128,63,10,AODV,None,Simple,7.5
111,17.92,70,10,AODV,None,Simple,7.5
112,16.128,63,10,AODV,None,Simple,7.5
113,15.104,59,10,AODV,None,Simple,7.5
114,16.896,66,10,AODV,None,Simple,7.5
115,15.616,61,10,AODV,None,Simple,7.5
116,15.872,62,10,AODV,None,Simple,7.5
117,15.616,61,10,AODV,None,Simple,7.5
118,16.384,64,10,AODV,None,Simple,7.5
119,16.384,64,10,AODV,None,Simple,7.5
120,16.384,64,10,AODV,None,Simple,7.5
121,13.824,54,10,AODV,None,Simple,7.5
122,16.384,64,10,AODV,None,Simple,7.5
123,15.36,60,10,AODV,None,Simple,7.5
124,16.64,65,10,AODV,None,Simple,7.5
125,16.384,64,10,AODV,None,Simple,7.5
126,15.616,61,10,AODV,None,Simple,7.5
127,14.592,57,10,AODV,None,Simple,7.5
128,13.824,54,10,AODV,None,Simple,7.5
129,14.08,55,10,AODV,None,Simple,7.5
130,13.824,54,10,AODV,None,Simple,7.5
131,14.592,57,10,AODV,None,Simple,7.5
132,14.336,56,10,AODV,None,Simple,7.5
133,13.824,54,10,AODV,None,Simple,7.5
134,12.032,47,10,AODV,None,Simple,7.5
135,12.288,48,10,AODV,None,Simple,7.5
136,13.568,53,10,AODV,None,Simple,7.5
137,14.336,56,10,AODV,None,Simple,7.5
138,14.08,55,10,AODV,None,Simple,7.5
139,14.336,56,10,AODV,None,Simple,7.5
140,14.336,56,10,AODV,None,Simple,7.5
141,14.08,55,10,AODV,None,Simple,7.5
142,14.336,56,10,AODV,None,Simple,7.5
143,14.336,56,10,AODV,None,Simple,7.5
144,14.336,56,10,AODV,None,Simple,7.5
145,16.384,64,10,AODV,None,Simple,7.5
146,15.36,60,10,AODV,None,Simple,7.5
147,13.056,51,10,AODV,None,Simple,7.5
148,13.312,52,10,AODV,None,Simple,7.5
149,10.24,40,10,AODV,None,Simple,7.5
150,14.336,56,10,AODV,None,Simple,7.5
151,12.288,48,10,AODV,None,Simple,7.5
152,13.568,53,10,AODV,None,Simple,7.5
153,13.056,51,10,AODV,None,Simple,7.5
154,11.008,43,10,AODV,None,Simple,7.5
155,16.384,64,10,AODV,None,Simple,7.5
156,15.36,60,10,AODV,None,Simple,7.5
157,14.848,58,10,AODV,None,Simple,7.5
158,11.264,44,10,AODV,None,Simple,7.5
159,16.128,63,10,AODV,None,Simple,7.5
160,12.288,48,10,AODV,None,Simple,7.5
161,13.056,51,10,AODV,None,Simple,7.5
162,15.872,62,10,AODV,None,Simple,7.5
163,15.36,60,10,AODV,None,Simple,7.5
164,14.592,57,10,AODV,None,Simple,7.5
165,12.032,47,10,AODV,None,Simple,7.5
166,12.288,48,10,AODV,None,Simple,7.5
167,13.056,51,10,AODV,None,Simple,7.5
168,12.288,48,10,AODV,None,Simple,7.5
169,13.824,54,10,AODV,None,Simple,7.5
170,13.824,54,10,AODV,None,Simple,7.5
171,13.824,54,10,AODV,None,Simple,7.5
172,14.08,55,10,AODV,None,Simple,7.5
173,12.288,48,10,AODV,None,Simple,7.5
174,11.008,43,10,AODV,None,Simple,7.5
175,12.032,47,10,AODV,None,Simple,7.5
176,16.384,64,10,AODV,None,Simple,7.5
177,16.384,64,10,AODV,None,Simple,7.5
178,16.384,64,10,AODV,None,Simple,7.5
179,15.104,59,10,AODV,None,Simple,7.5
180,16.384,64,10,AODV,None,Simple,7.5
181,13.568,53,10,AODV,None,Simple,7.5
182,14.336,56,10,AODV,None,Simple,7.5
183,14.08,55,10,AODV,None,Simple,7.5
184,13.312,52,10,AODV,None,Simple,7.5
185,13.568,53,10,AODV,None,Simple,7.5
186,13.824,54,10,AODV,None,Simple,7.5
187,13.824,54,10,AODV,None,Simple,7.5
188,13.568,53,10,AODV,None,Simple,7.5
189,12.288,48,10,AODV,None,Simple,7.5
190,11.008,43,10,AODV,None,Simple,7.5
191,13.824,54,10,AODV,None,Simple,7.5
192,13.312,52,10,AODV,None,Simple,7.5
193,11.776,46,10,AODV,None,Simple,7.5
194,11.776,46,10,AODV,None,Simple,7.5
195,14.336,56,10,AODV,None,Simple,7.5
196,15.104,59,10,AODV,None,Simple,7.5
197,14.08,55,10,AODV,None,Simple,7.5
198,13.312,52,10,AODV,None,Simple,7.5
199,17.92,70,10,AODV,None,Simple,7.5
