SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,Algorithm,InputType,TransmissionPower
72,0,0,10,AODV,None,Simple,7.5
73,0,0,10,AODV,None,Simple,7.5
74,0,0,10,AODV,None,Simple,7.5
75,0,0,10,AODV,None,Simple,7.5
76,0,0,10,AODV,None,Simple,7.5
77,0,0,10,AODV,None,Simple,7.5
78,0,0,10,AODV,None,Simple,7.5
79,0,0,10,AODV,None,Simple,7.5
80,0,0,10,AODV,None,Simple,7.5
81,0,0,10,AODV,None,Simple,7.5
82,0,0,10,AODV,None,Simple,7.5
83,0,0,10,AODV,None,Simple,7.5
84,0,0,10,AODV,None,Simple,7.5
85,0,0,10,AODV,None,Simple,7.5
86,0,0,10,AODV,None,Simple,7.5
87,0,0,10,AODV,None,Simple,7.5
88,0,0,10,AODV,None,Simple,7.5
89,0,0,10,AODV,None,Simple,7.5
90,0,0,10,AODV,None,Simple,7.5
91,0,0,10,AODV,None,Simple,7.5
92,0,0,10,AODV,None,Simple,7.5
93,0,0,10,AODV,None,Simple,7.5
94,0,0,10,AODV,None,Simple,7.5
95,0,0,10,AODV,None,Simple,7.5
96,0,0,10,AODV,None,Simple,7.5
97,0,0,10,AODV,None,Simple,7.5
98,0,0,10,AODV,None,Simple,7.5
99,0,0,10,AODV,None,Simple,7.5
100,0,0,10,AODV,None,Simple,7.5
101,1.536,6,10,AODV,None,Simple,7.5
102,11.776,46,10,AODV,None,Simple,7.5
103,10.752,42,10,AODV,None,Simple,7.5
104,9.216,36,10,AODV,None,Simple,7.5
105,15.872,62,10,AODV,None,Simple,7.5
106,13.056,51,10,AODV,None,Simple,7.5
107,9.984,39,10,AODV,None,Simple,7.5
108,11.008,43,10,AODV,None,Simple,7.5
109,12.8,50,10,AODV,None,Simple,7.5
110,14.848,58,10,AODV,None,Simple,7.5
111,8.704,34,10,AODV,None,Simple,7.5
112,12.288,48,10,AODV,None,Simple,7.5
113,11.264,44,10,AODV,None,Simple,7.5
114,13.056,51,10,AODV,None,Simple,7.5
115,9.728,38,10,AODV,None,Simple,7.5
116,10.752,42,10,AODV,None,Simple,7.5
117,9.472,37,10,AODV,None,Simple,7.5
118,10.496,41,10,AODV,None,Simple,7.5
119,8.192,32,10,AODV,None,Simple,7.5
120,12.032,47,10,AODV,None,Simple,7.5
121,12.288,48,10,AODV,None,Simple,7.5
122,13.312,52,10,AODV,None,Simple,7.5
123,12.288,48,10,AODV,None,Simple,7.5
124,12.288,48,10,AODV,None,Simple,7.5
125,14.848,58,10,AODV,None,Simple,7.5
126,12.8,50,10,AODV,None,Simple,7.5
127,14.848,58,10,AODV,None,Simple,7.5
128,14.08,55,10,AODV,None,Simple,7.5
129,15.36,60,10,AODV,None,Simple,7.5
130,11.264,44,10,AODV,None,Simple,7.5
131,11.264,44,10,AODV,None,Simple,7.5
132,19.712,77,10,AODV,None,Simple,7.5
133,19.968,78,10,AODV,None,Simple,7.5
134,17.408,68,10,AODV,None,Simple,7.5
135,12.8,50,10,AODV,None,Simple,7.5
136,11.52,45,10,AODV,None,Simple,7.5
137,12.288,48,10,AODV,None,Simple,7.5
138,16.64,65,10,AODV,None,Simple,7.5
139,10.496,41,10,AODV,None,Simple,7.5
140,13.312,52,10,AODV,None,Simple,7.5
141,11.264,44,10,AODV,None,Simple,7.5
142,10.24,40,10,AODV,None,Simple,7.5
143,8.704,34,10,AODV,None,Simple,7.5
144,12.288,48,10,AODV,None,Simple,7.5
145,10.752,42,10,AODV,None,Simple,7.5
146,10.752,42,10,AODV,None,Simple,7.5
147,12.8,50,10,AODV,None,Simple,7.5
148,10.496,41,10,AODV,None,Simple,7.5
149,18.688,73,10,AODV,None,Simple,7.5
150,14.336,56,10,AODV,None,Simple,7.5
151,14.08,55,10,AODV,None,Simple,7.5
152,12.288,48,10,AODV,None,Simple,7.5
153,11.52,45,10,AODV,None,Simple,7.5
154,13.568,53,10,AODV,None,Simple,7.5
155,14.336,56,10,AODV,None,Simple,7.5
156,18.688,73,10,AODV,None,Simple,7.5
157,13.056,51,10,AODV,None,Simple,7.5
158,12.8,50,10,AODV,None,Simple,7.5
159,9.472,37,10,AODV,None,Simple,7.5
160,13.312,52,10,AODV,None,Simple,7.5
161,10.752,42,10,AODV,None,Simple,7.5
162,15.104,59,10,AODV,None,Simple,7.5
163,13.824,54,10,AODV,None,Simple,7.5
164,11.776,46,10,AODV,None,Simple,7.5
165,12.8,50,10,AODV,None,Simple,7.5
166,12.288,48,10,AODV,None,Simple,7.5
167,12.032,47,10,AODV,None,Simple,7.5
168,9.216,36,10,AODV,None,Simple,7.5
169,8.192,32,10,AODV,None,Simple,7.5
170,8.448,33,10,AODV,None,Simple,7.5
171,7.936,31,10,AODV,None,Simple,7.5
172,4.864,19,10,AODV,None,Simple,7.5
173,5.888,23,10,AODV,None,Simple,7.5
174,6.912,27,10,AODV,None,Simple,7.5
175,13.824,54,10,AODV,None,Simple,7.5
176,9.216,36,10,AODV,None,Simple,7.5
177,13.824,54,10,AODV,None,Simple,7.5
178,16.896,66,10,AODV,None,Simple,7.5
179,13.824,54,10,AODV,None,Simple,7.5
180,12.544,49,10,AODV,None,Simple,7.5
181,9.984,39,10,AODV,None,Simple,7.5
182,8.96,35,10,AODV,None,Simple,7.5
183,9.216,36,10,AODV,None,Simple,7.5
184,9.728,38,10,AODV,None,Simple,7.5
185,12.8,50,10,AODV,None,Simple,7.5
186,12.032,47,10,AODV,None,Simple,7.5
187,15.616,61,10,AODV,None,Simple,7.5
188,17.152,67,10,AODV,None,Simple,7.5
189,20.48,80,10,AODV,None,Simple,7.5
190,18.432,72,10,AODV,None,Simple,7.5
191,16.128,63,10,AODV,None,Simple,7.5
192,14.336,56,10,AODV,None,Simple,7.5
193,16.128,63,10,AODV,None,Simple,7.5
194,11.264,44,10,AODV,None,Simple,7.5
195,15.872,62,10,AODV,None,Simple,7.5
196,8.704,34,10,AODV,None,Simple,7.5
197,12.8,50,10,AODV,None,Simple,7.5
198,12.544,49,10,AODV,None,Simple,7.5
199,14.08,55,10,AODV,None,Simple,7.5
